activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,3552108,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '25.27', 'le': '0.48', 'lle': '1.69', 'sei': '12.14'}",CHEMBL1276284,,CHEMBL1276284,4.91,0,http://www.openphacts.org/units/Nanomolar,969504,=,1,1,=,,IC50,nM,,12300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,12.3
,3552109,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '19.06', 'le': '0.36', 'lle': '0.24', 'sei': '10.47'}",CHEMBL1276285,,CHEMBL1276285,4.24,0,http://www.openphacts.org/units/Nanomolar,969505,=,1,1,=,,IC50,nM,,58000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,58.0
,3552110,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccccc2O)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL472762,,CHEMBL472762,,0,http://www.openphacts.org/units/Nanomolar,969197,=,1,1,=,,IC50,nM,,227000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,227.0
,3552111,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(O)cc2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276286,,CHEMBL1276286,,0,http://www.openphacts.org/units/Nanomolar,969506,=,1,1,=,,IC50,nM,,204000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,204.0
,3552112,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2cccc(Cl)c2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276287,,CHEMBL1276287,,0,http://www.openphacts.org/units/Nanomolar,969507,=,1,1,=,,IC50,nM,,235000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,235.0
,3552113,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(Cl)cc2)cc1OC,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1275656,,CHEMBL1275656,,0,http://www.openphacts.org/units/Nanomolar,968289,=,1,1,=,,IC50,nM,,254000.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,254.0
,3552114,[],CHEMBL1286287,Inhibition of cell free Helicobacter pylori ATCC 43504 urease assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '63.47', 'le': '1.30', 'lle': '5.25', 'sei': '9.66'}",CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,4.76,0,http://www.openphacts.org/units/Nanomolar,968290,=,1,1,=,,IC50,nM,,17200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,17.2
Not Determined,3552115,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(O)c(O)c2O)cc1,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL243822,,CHEMBL243822,,0,,969080,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552116,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(F)cc2)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276206,,CHEMBL1276206,,0,,969367,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552117,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(Cl)cc2)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276207,,CHEMBL1276207,,0,,969368,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552118,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(Br)cc2)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276035,,CHEMBL1276035,,0,,969081,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552119,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2cccc(Cl)c2)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276036,,CHEMBL1276036,,0,,969082,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552120,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2cccc(Br)c2)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276037,,CHEMBL1276037,,0,,969083,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552121,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(O)c(O)c2O)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276338,,CHEMBL1276338,,0,,969944,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552122,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCOc1ccc(CCc2ccc(O)c(O)c2O)cc1OCC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276359,,CHEMBL1276359,,0,,970023,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552123,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276108,,CHEMBL1276108,,0,,969200,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552124,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276131,,CHEMBL1276131,,0,,969255,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552125,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276132,,CHEMBL1276132,,0,,969256,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552126,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276133,,CHEMBL1276133,,0,,969257,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552127,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276134,,CHEMBL1276134,,0,,969258,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552128,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276360,,CHEMBL1276360,,0,,970024,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552129,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCCCCCCCc1ccc(O)c(O)c1O,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276361,,CHEMBL1276361,,0,,970025,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,3552130,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(O)c(O)c2)cc1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '23.35', 'le': '0.43', 'lle': '2.79', 'sei': '8.86'}",CHEMBL1276205,,CHEMBL1276205,5.38,0,http://www.openphacts.org/units/Nanomolar,969366,=,1,1,=,,IC50,nM,,4200.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,4.2
,3552131,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(F)cc2)cc1O,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '19.33', 'le': '0.36', 'lle': '1.47', 'sei': '11.10'}",CHEMBL1276204,,CHEMBL1276204,4.49,0,http://www.openphacts.org/units/Nanomolar,969365,=,1,1,=,,IC50,nM,,32400.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,32.4
,3552132,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2ccc(Cl)cc2)cc1O,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '17.29', 'le': '0.35', 'lle': '0.76', 'sei': '10.63'}",CHEMBL1276106,,CHEMBL1276106,4.30,0,http://www.openphacts.org/units/Nanomolar,969198,=,1,1,=,,IC50,nM,,50100.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,50.1
,3552133,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2cccc(Cl)c2)cc1O,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '16.18', 'le': '0.32', 'lle': '0.48', 'sei': '9.94'}",CHEMBL1276107,,CHEMBL1276107,4.02,0,http://www.openphacts.org/units/Nanomolar,969199,=,1,1,=,,IC50,nM,,94700.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,94.7
,3552134,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,Oc1ccc(CCc2cccc(Br)c2)cc1O,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '13.82', 'le': '0.33', 'lle': '0.40', 'sei': '10.01'}",CHEMBL1276239,,CHEMBL1276239,4.05,0,http://www.openphacts.org/units/Nanomolar,969419,=,1,1,=,,IC50,nM,,88900.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,88.9
Not Determined,3552135,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(O)c(O)c2)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276240,,CHEMBL1276240,,0,,969420,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,3552136,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '34.46', 'le': '0.65', 'lle': '3.10', 'sei': '11.77'}",CHEMBL1276241,,CHEMBL1276241,4.76,0,http://www.openphacts.org/units/Nanomolar,969421,=,1,1,=,,IC50,nM,,17300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,17.3
,3552137,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '26.59', 'le': '0.50', 'lle': '1.98', 'sei': '10.92'}",CHEMBL1276242,,CHEMBL1276242,4.42,0,http://www.openphacts.org/units/Nanomolar,969422,=,1,1,=,,IC50,nM,,38100.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,38.1
,3552138,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,"{'bei': '21.15', 'le': '0.40', 'lle': '0.89', 'sei': '10.16'}",CHEMBL1276284,,CHEMBL1276284,4.11,0,http://www.openphacts.org/units/Nanomolar,969504,=,1,1,=,,IC50,nM,,77800.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,77.8
Not Determined,3552139,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CCCCCCCCc1ccc(O)c(O)c1,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276285,,CHEMBL1276285,,0,,969505,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552140,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccccc2O)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL472762,,CHEMBL472762,,0,,969197,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552141,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(O)cc2)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276286,,CHEMBL1276286,,0,,969506,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552142,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2cccc(Cl)c2)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1276287,,CHEMBL1276287,,0,,969507,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
Not Determined,3552143,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,COc1ccc(CCc2ccc(Cl)cc2)cc1OC,,,CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL1275656,,CHEMBL1275656,,0,,968289,,1,0,,,IC50,,,,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,,,,
,3552144,[],CHEMBL1286288,Inhibition of urease in intact Helicobacter pylori ATCC 43504 assessed as reduction in ammonia production by indophenol based Berthelot color reaction method,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)NO,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1275289,Eur J Med Chem,2010,,CHEMBL734,ACETOHYDROXAMIC ACID,CHEMBL734,,0,http://www.openphacts.org/units/Nanomolar,968290,=,1,1,=,,IC50,nM,,100600.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,100.6
,10961273,[],CHEMBL2060145,Inhibition of Helicobacter pylori urease assessed as ammonia production preincubated for 3 hrs measured by indophenol method,B,,,BAO_0000190,BAO_0000019,assay format,O=C1C=C(NCCN2CCOCC2)C(=O)C=C1NCCN1CCOCC1,,,CHEMBL2057109,Bioorg Med Chem,2012,"{'bei': '12.52', 'le': '0.24', 'lle': '5.81', 'sei': '5.49'}",CHEMBL2058477,,CHEMBL2058477,4.56,0,http://www.openphacts.org/units/Nanomolar,1656438,=,1,1,=,,IC50,nM,,27300.0,CHEMBL3885651,Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacterpylori),Urease subunit alpha/Urease subunit beta,85962,,,IC50,uM,UO_0000065,,27.3
